run_id,key,value,step,timestamp
circle loss,Recall,0.9999999999997159,49,1751228155739
circle loss,Recall,0.9999999999997246,50,1751228276238
circle loss,Recall,0.9970930232555242,51,1751228389010
circle loss,Recall,0.9999999999997176,52,1751228504666
circle loss,Recall,0.9999999999997077,53,1751228631159
circle loss,Recall,0.9970501474923313,54,1751228762896
circle loss,Recall,0.999999999999711,55,1751228888615
circle loss,Recall,0.9999999999997033,56,1751229015200
circle loss,Recall,0.999999999999705,57,1751229154193
circle loss,Recall,0.9999999999997151,58,1751229288940
circle loss,Recall,0.9999999999997151,59,1751229413729
circle loss,batch_train_loss,219.5854949951172,0,1751221675921
circle loss,batch_train_loss,234.86019897460938,1,1751221677196
circle loss,batch_train_loss,223.6749267578125,2,1751221678424
circle loss,batch_train_loss,218.291259765625,3,1751221679674
circle loss,batch_train_loss,190.34719848632812,4,1751221680963
circle loss,batch_train_loss,222.1017303466797,5,1751221682252
circle loss,batch_train_loss,215.1332550048828,6,1751221683522
circle loss,batch_train_loss,224.6707763671875,7,1751221684969
circle loss,batch_train_loss,195.180419921875,8,1751221686260
circle loss,batch_train_loss,195.0149383544922,9,1751221687504
circle loss,batch_train_loss,185.25160217285156,10,1751221688754
circle loss,batch_train_loss,229.5139617919922,11,1751221689976
circle loss,batch_train_loss,212.63035583496094,12,1751221691277
circle loss,batch_train_loss,190.66957092285156,13,1751221692555
circle loss,batch_train_loss,199.54473876953125,14,1751221693931
circle loss,batch_train_loss,201.89772033691406,15,1751221695183
circle loss,batch_train_loss,203.3643798828125,16,1751221696540
circle loss,batch_train_loss,174.11468505859375,17,1751221697773
circle loss,batch_train_loss,194.75692749023438,18,1751221699079
circle loss,batch_train_loss,193.44461059570312,19,1751221700739
circle loss,batch_train_loss,187.8994903564453,20,1751221702731
circle loss,batch_train_loss,164.7667694091797,21,1751221704625
circle loss,batch_train_loss,245.8796844482422,22,1751221706592
circle loss,batch_train_loss,184.92660522460938,23,1751221708542
circle loss,batch_train_loss,178.77476501464844,24,1751221710562
circle loss,batch_train_loss,155.6638641357422,25,1751221712574
circle loss,batch_train_loss,161.28939819335938,26,1751221714568
circle loss,batch_train_loss,205.06900024414062,27,1751221716623
circle loss,batch_train_loss,195.13380432128906,28,1751221718597
circle loss,batch_train_loss,182.53981018066406,29,1751221720590
circle loss,batch_train_loss,172.3907470703125,30,1751221722578
circle loss,batch_train_loss,174.62283325195312,31,1751221724535
circle loss,batch_train_loss,201.0459747314453,32,1751221726513
circle loss,batch_train_loss,154.48146057128906,33,1751221728525
circle loss,batch_train_loss,182.12509155273438,34,1751221730517
circle loss,batch_train_loss,187.32374572753906,35,1751221732525
circle loss,batch_train_loss,201.59234619140625,36,1751221734573
circle loss,batch_train_loss,187.39404296875,37,1751221736676
circle loss,batch_train_loss,160.14723205566406,38,1751221738730
circle loss,batch_train_loss,176.73532104492188,39,1751221740790
circle loss,batch_train_loss,170.3809051513672,40,1751221742988
circle loss,batch_train_loss,148.23765563964844,41,1751221745108
